gene	FF6wks	FF6wks	FF6wks	FMC6wks	FMC6wks	FMC6wks
Olfr494	0	1	0	1	0	0
Olfr495	0	0	0	0	0	2
Olfr497	1	0	0	1	0	0
Olfr498	0	2	0	0	0	0
Olfr5	0	2	2	0	0	0
Olfr50	0	0	0	0	1	0
Olfr502	0	0	0	1	1	0
Olfr503	0	2	0	0	0	0
Olfr504	1	0	0	0	0	0
Olfr506	0	0	0	0	0	0
Olfr507	0	2	1	0	0	0
Olfr508	0	0	0	1	0	0
Olfr509	0	0	0	1	0	0
Olfr51	0	0	0	0	0	0
Olfr510	1	0	0	0	0	0
Olfr512	2	0	0	0	0	0
Olfr513	0	0	0	0	0	0
Olfr514	1	1	2	2	1	1
Olfr516	1	0	0	0	0	0
Olfr517	0	2	2	0	0	0
Olfr518	0	0	0	1	0	0
Olfr519	1	0	0	1	0	0
Olfr52	1	0	0	0	2	0
Olfr520	0	2	0	0	0	0
Olfr521	1	1	1	1	1	1
Olfr522	2	1	1	1	0	0
Olfr523	0	0	1	0	0	2
Olfr524	1	0	0	1	1	0
Olfr525	3	0	0	0	0	0
Olfr527	0	0	0	0	0	0
Olfr53	4	0	0	0	0	1
Olfr530	0	2	0	2	0	0
Olfr531	0	1	0	0	0	0
Olfr532	0	0	0	0	0	0
Olfr533	0	0	0	0	0	0
Olfr535	0	0	0	0	0	0
Olfr536	3	2	4	1	0	0
Olfr538	0	0	1	0	0	0
Olfr539	1	1	0	1	1	0
Olfr54	0	0	0	1	1	0
Olfr541	0	0	0	0	0	2
Olfr543	0	0	2	2	0	3
Olfr544	1	1	1	0	1	0
Olfr545	4	0	0	0	2	0
Olfr547	1	1	0	2	2	0
Olfr549	0	0	0	0	0	2
Olfr55	4	3	2	0	0	1
Olfr550	0	0	1	1	0	0
Olfr551	0	0	0	1	0	1
Olfr552	0	0	0	2	0	0
Olfr553	2	1	0	0	1	2
Olfr554	0	2	1	3	0	0
Olfr555	0	0	0	0	0	0
Olfr556	0	0	0	0	0	1
Olfr557	0	0	2	0	0	0
Olfr558	3	6	2	3	4	4
Olfr559	0	0	0	0	1	0
Olfr56	2	1	1	4	0	3
Olfr560	0	1	0	1	2	1
Olfr561	0	0	0	0	0	0
Olfr564	6	7	2	3	0	3
Olfr566	0	0	0	0	0	0
Olfr568	2	0	0	3	1	0
Olfr569	0	1	0	0	0	1
Olfr57	3	0	0	0	2	2
Olfr570	0	0	0	0	0	0
Olfr571	1	1	0	0	1	2
Olfr572	0	0	0	0	0	0
Olfr574	1	0	0	0	3	1
Olfr575	3	0	0	0	0	0
Olfr576	0	0	0	0	0	0
Olfr577	0	3	0	1	0	1
Olfr578	5	2	0	1	0	1
Olfr58	0	0	3	0	0	1
Olfr582	2	0	0	0	0	1
Olfr583	2	0	0	1	0	0
Olfr584	1	0	0	4	1	0
Olfr585	0	1	0	0	1	0
Olfr586	0	0	2	1	0	0
Olfr589	0	0	0	0	1	0
Olfr59	0	0	0	3	1	0
Olfr591	0	0	0	1	0	0
Olfr592	0	0	1	1	0	0
Olfr593	1	0	0	0	0	0
Olfr594	0	0	0	0	0	0
Olfr596	0	0	0	0	0	0
Olfr597	0	0	0	0	0	0
Olfr598	1	0	0	0	0	0
Olfr599	0	0	1	0	0	1
Olfr6	0	0	0	0	0	2
Olfr60	0	1	0	0	0	0
Olfr600	1	0	0	0	1	1
Olfr601	1	0	0	1	1	0
Olfr603	0	0	0	0	1	0
Olfr605	1	0	0	0	0	0
Olfr606	3	0	0	0	0	0
Olfr608	0	0	0	1	0	0
Olfr609	1	0	0	0	0	0
Olfr61	0	0	0	1	0	0
Olfr610	0	0	1	1	0	1
Olfr611	0	0	0	0	0	0
Olfr612	1	2	0	0	0	0
Olfr613	1648	1307	789	1558	1036	1206
Olfr615	0	2	0	0	1	0
Olfr616	0	0	0	0	0	0
Olfr617	6	2	0	0	0	0
Olfr618	0	0	0	1	0	0
Olfr619	0	0	0	0	0	0
Olfr62	0	2	1	1	2	0
Olfr620	2	0	0	1	2	0
Olfr622	0	0	0	0	0	0
Olfr623	0	0	0	0	0	0
Olfr624	1	2	1	0	3	1
Olfr628	0	0	0	0	1	0
Olfr629	1	1	3	3	0	0
Olfr63	0	0	0	2	1	0
Olfr630	0	0	0	0	0	0
Olfr631	1	1	1	0	4	0
Olfr632	3	0	0	0	0	0
Olfr633	0	0	0	0	0	0
Olfr635	0	2	3	2	2	2
Olfr638	2	5	1	0	1	0
Olfr639	0	0	0	0	0	0
Olfr64	0	0	0	0	0	0
Olfr640	0	0	0	1	0	0
Olfr641	0	0	0	0	1	0
Olfr642	1	2	0	0	1	0
Olfr643	3	2	0	1	0	0
Olfr644	1	0	0	5	0	1
Olfr645	1	0	0	2	0	0
Olfr646	0	1	0	2	0	0
Olfr648	0	0	0	0	0	0
Olfr649	0	4	1	1	1	1
Olfr65	0	0	0	0	0	0
Olfr651	1	0	0	0	0	0
Olfr652	0	0	0	2	0	1
Olfr653	0	0	0	4	1	2
Olfr654	0	0	1	1	1	1
Olfr655	1	1	2	2	0	1
Olfr656	4	0	1	1	0	0
Olfr657	0	0	0	2	0	0
Olfr658	2	0	1	7	7	2
Olfr659	0	0	0	0	0	0
Olfr66	0	0	0	0	0	1
Olfr661	0	0	0	0	0	0
Olfr663	0	0	4	0	0	3
Olfr665	0	1	0	0	0	2
Olfr666	1	0	0	1	0	1
Olfr667	0	0	1	0	1	0
Olfr668	0	0	0	0	0	0
Olfr669	0	0	0	0	0	0
Olfr67	0	0	0	0	0	0
Olfr670	2	0	1	0	0	0
Olfr671	1	0	0	0	0	0
Olfr672	0	0	0	0	0	0
Olfr675	0	2	0	0	0	1
Olfr676	0	0	0	0	0	0
Olfr677	0	0	2	0	0	0
Olfr678	1	0	0	0	0	1
Olfr679	0	1	0	0	0	0
Olfr68	0	0	0	0	0	0
Olfr681	1	1	1	1	0	0
Olfr683	0	0	1	1	0	0
Olfr684	4	1	1	0	2	0
Olfr685	1	0	0	0	0	0
Olfr686	0	0	0	0	0	0
Olfr688	1	3	4	0	2	1
Olfr689	1	4	0	0	3	0
Olfr69	0	0	0	0	0	1
Olfr690	3	0	0	0	0	0
Olfr691	0	1	3	3	0	0
Olfr692	1	4	2	2	3	4
Olfr693	1	0	0	0	0	0
Olfr694	1	0	0	1	0	0
Olfr695	0	3	0	1	1	1
Olfr697	0	2	1	0	0	0
Olfr698	1	0	0	0	0	0
Olfr699	0	0	0	2	0	1
Olfr70	4	1	0	1	1	0
Olfr700	0	0	0	0	3	0
Olfr701	4	1	5	3	0	1
Olfr702	0	1	2	0	0	0
Olfr703	1	1	0	0	0	0
Olfr704	3	0	0	1	1	2
Olfr705	0	1	0	0	0	0
Olfr706	1	0	0	0	0	2
Olfr707	0	0	0	0	0	0
Olfr71	0	0	0	0	0	0
Olfr710	3	0	1	1	1	0
Olfr711	0	1	0	0	1	0
Olfr713	1	0	0	0	0	0
Olfr714	2	0	1	7	1	1
Olfr715	2	0	0	0	0	1
Olfr716	1	0	1	0	0	0
Olfr720	0	0	0	0	0	1
Olfr722	0	0	0	0	0	0
Olfr723	0	0	0	0	0	0
Olfr724	0	0	0	0	0	0
Olfr725	0	2	0	0	0	0
Olfr726	0	1	0	0	0	0
Olfr727	0	0	0	0	0	0
Olfr728	0	0	0	1	0	1
Olfr729	0	0	0	0	2	0
Olfr73	0	0	0	0	3	1
Olfr730	0	0	0	0	0	0
Olfr731	0	4	0	0	0	0
Olfr732	0	0	0	0	0	1
Olfr733	0	0	0	0	0	0
Olfr734	0	0	1	0	0	0
Olfr735	0	0	0	0	0	0
Olfr736	0	1	0	0	1	0
Olfr738	0	0	1	0	0	0
Olfr739	0	0	0	0	0	0
Olfr74	1	0	0	0	0	0
Olfr740	1	0	1	0	0	0
Olfr741	0	0	0	0	0	0
Olfr742	0	3	1	0	0	0
Olfr743	0	0	0	0	0	0
Olfr744	2	1	0	0	0	1
Olfr745	0	1	1	0	0	0
Olfr746	0	1	0	0	0	1
Olfr747	0	0	0	1	0	0
Olfr748	0	0	0	0	0	0
Olfr749	0	0	1	0	0	0
Olfr75-ps1	0	1	0	0	1	1
Olfr750	1	0	0	0	0	0
Olfr76	0	0	0	1	0	0
Olfr761	0	2	0	0	0	0
Olfr763	0	1	0	0	1	0
Olfr765	0	0	1	0	0	0
Olfr767	0	0	0	0	0	0
Olfr768	0	0	0	0	0	0
Olfr769	0	0	1	0	0	0
Olfr77	0	1	0	0	0	0
Olfr770	0	0	0	1	1	1
Olfr771	0	0	0	0	0	0
Olfr772	1	0	0	0	0	0
Olfr773	0	0	1	0	1	0
Olfr774	2	0	0	0	0	0
Olfr775	0	1	0	0	0	0
Olfr776	0	0	1	0	0	1
Olfr777	0	0	0	0	0	0
Olfr78	2	2	1	3	1	0
Olfr780	0	2	0	0	0	0
Olfr781	0	0	0	0	0	0
Olfr782	1	0	0	0	1	0
Olfr784	0	0	0	2	0	0
Olfr786	0	0	0	0	0	1
Olfr787	3	1	0	1	0	0
Olfr788	0	0	0	1	0	0
Olfr790	1	0	0	0	0	0
Olfr791	0	0	0	0	0	0
Olfr792	1	0	0	0	0	0
Olfr794	0	0	0	0	0	0
Olfr796	0	1	0	0	0	0
Olfr798	0	1	0	0	0	1
Olfr799	2	2	0	1	0	0
Olfr8	0	0	0	0	0	1
Olfr800	0	0	0	0	0	0
Olfr801	1	5	0	0	0	1
Olfr802	0	0	0	0	0	0
Olfr803	0	0	0	3	0	0
Olfr804	0	0	0	0	0	2
Olfr805	0	0	0	0	0	0
Olfr806	2	1	1	2	0	0
Olfr807	1	0	1	0	0	1
Olfr808	0	1	0	0	0	1
Olfr809	2	0	2	0	0	0
Olfr810	2	0	0	0	0	0
Olfr811	0	0	1	1	1	1
Olfr812	0	0	0	0	0	3
Olfr813	0	0	0	1	1	0
Olfr814	0	0	0	0	0	0
Olfr815	0	0	0	0	0	0
Olfr816	0	0	0	0	0	0
Olfr818	1	0	0	0	0	0
Olfr819	0	0	0	0	0	0
Olfr820	0	0	0	1	0	0
Olfr821	0	0	0	0	0	0
Olfr822	0	0	0	0	0	1
Olfr823	0	0	0	0	0	0
Olfr824	0	0	0	0	0	0
Olfr825	0	0	0	0	0	0
Olfr826	0	0	0	0	0	0
Olfr827	0	1	1	0	0	0
Olfr828	0	0	0	0	0	0
Olfr829	0	0	0	0	0	0
Olfr830	0	1	0	0	0	0
Olfr832	0	0	0	0	0	0
Olfr834	1	0	0	0	0	0
Olfr835	1	0	1	0	0	0
Olfr836	0	0	0	1	0	0
Olfr837	0	0	0	0	0	0
Olfr843	0	2	0	0	0	0
Olfr845	0	0	1	2	0	0
Olfr846	0	0	0	0	0	0
Olfr847	0	0	0	0	0	0
Olfr849	0	0	0	1	0	1
Olfr850	0	0	1	0	0	0
Olfr851	2	0	0	0	0	0
Olfr853	0	0	0	4	0	0
Olfr854	0	0	0	0	0	0
Olfr855	0	0	0	0	0	0
Olfr856-ps1	845	709	424	819	594	686
Olfr857	0	0	0	0	1	0
Olfr859	0	0	0	0	0	2
Olfr860	0	0	0	0	0	0
Olfr862	0	0	0	0	0	0
Olfr866	3	0	0	0	0	0
Olfr867	2	2	0	2	0	1
Olfr868	0	0	0	0	0	0
Olfr869	7	2	0	0	0	3
Olfr870	0	0	0	0	0	0
Olfr871	0	1	0	0	0	0
Olfr872	0	1	0	2	0	2
Olfr873	0	0	0	2	0	0
Olfr874	0	0	0	2	0	0
Olfr875	0	0	0	0	1	0
Olfr876	3	1	0	0	0	3
Olfr877	3	2	0	0	0	0
Olfr878	0	0	0	0	0	0
Olfr881	0	0	0	0	0	1
Olfr883	0	0	0	0	0	0
Olfr884	0	0	0	0	0	0
Olfr885	0	0	0	0	0	0
Olfr887	0	0	1	1	1	0
Olfr888	0	1	0	0	0	0
Olfr889	0	0	0	0	0	0
Olfr890	0	0	0	1	0	0
Olfr891	0	0	0	0	0	0
Olfr893	1	0	0	0	0	0
Olfr894	0	0	0	0	0	0
Olfr895	0	0	0	0	0	0
Olfr898	0	0	1	0	0	0
Olfr899	0	0	0	0	0	0
Olfr9	0	4	0	0	0	0
Olfr90	1	0	1	1	1	1
Olfr900	0	0	0	0	0	0
Olfr901	0	0	0	0	0	0
Olfr902	0	0	0	1	0	0
Olfr904	0	1	0	0	0	0
Olfr905	0	1	1	1	0	0
Olfr906	0	0	0	0	0	0
Olfr907	1	1	2	0	0	1
Olfr908	0	0	0	0	0	2
Olfr91	4	4	1	0	0	0
Olfr910	0	1	0	0	0	1
Olfr911-ps1	0	0	0	0	0	0
Olfr912	0	1	0	0	0	0
Olfr913	0	0	0	0	0	0
Olfr914	0	0	0	0	0	0
Olfr915	0	0	1	0	0	0
Olfr916	1	0	0	0	1	0
Olfr917	0	0	0	0	0	0
Olfr918	0	0	0	2	0	0
Olfr919	4	2	2	2	1	0
Olfr92	0	0	1	1	0	1
Olfr920	1	1	6	1	4	4
Olfr921	0	0	0	0	0	0
Olfr922	0	1	0	0	0	0
Olfr923	0	1	0	0	0	0
Olfr924	0	0	0	0	0	0
Olfr926	0	0	0	0	0	0
Olfr93	2	1	1	2	0	0
Olfr930	1	1	0	0	0	0
Olfr933	0	0	0	0	0	0
Olfr934	0	1	2	0	1	0
Olfr935	0	0	0	1	0	0
Olfr936	0	0	0	0	0	0
Olfr937	0	0	2	1	2	0
Olfr938	0	0	0	0	0	2
Olfr94	0	0	0	0	1	1
Olfr943	0	0	1	0	0	0
Olfr944	0	0	0	0	0	0
Olfr945	0	0	2	0	0	0
Olfr947-ps1	0	0	0	1	1	1
Olfr948	0	3	0	0	0	0
Olfr95	0	1	0	0	1	0
Olfr951	0	0	0	0	0	0
Olfr952	0	0	0	0	0	0
Olfr954	0	0	0	0	0	0
Olfr955	0	0	0	0	0	1
Olfr957	0	0	1	3	1	1
Olfr958	0	2	1	0	1	0
Olfr959	1	0	0	0	0	0
Olfr96	0	0	0	0	0	0
Olfr960	0	1	0	0	0	0
Olfr961	0	0	0	0	0	0
Olfr963	0	0	0	0	0	0
Olfr965	0	2	0	2	0	0
Olfr967	2	0	0	0	0	0
Olfr968	2	0	1	0	2	0
Olfr969	1	1	0	0	0	0
Olfr97	0	0	1	0	0	0
Olfr970	3	2	1	0	0	0
Olfr971	0	0	1	1	0	0
Olfr972	0	2	0	0	0	0
Olfr974	0	0	0	0	0	0
Olfr975	1	0	0	0	0	0
Olfr976	2	1	0	0	2	0
Olfr978	0	0	0	1	0	0
Olfr979	0	0	0	0	0	0
Olfr98	2	2	0	0	0	2
Olfr980	0	0	0	0	0	1
Olfr981	1	1	0	3	1	0
Olfr982	0	0	0	0	1	1
Olfr983	0	1	0	0	0	0
Olfr984	0	0	0	0	0	0
Olfr985	0	0	0	1	0	0
Olfr986	0	0	2	0	0	0
Olfr987	0	1	1	5	0	0
Olfr988	2	0	0	1	0	1
Olfr99	1	2	2	0	0	1
Olfr992	0	0	0	0	0	0
Olfr993	0	0	0	0	0	0
Olfr994	0	1	0	1	0	0
Olfr995	1	0	1	0	0	1
Olfr996	6	0	0	1	1	1
Olfr998	0	1	0	0	0	0
Olig1	793	825	681	1235	1015	848
Olig2	328	399	255	491	382	441
Olig3	0	0	0	0	0	1
Olr1	8	5	6	2	5	1
Oma1	45	67	67	88	67	77
Omd	188	351	296	216	256	234
Omg	438	534	302	608	533	460
Omp	4	7	2	5	6	3
Omt2a	0	0	0	0	0	0
Omt2b	0	1	0	0	0	0
Onecut1	9	15	11	11	11	5
Onecut2	63	66	50	80	82	67
Onecut3	9	20	17	27	25	19
Ooep	4	7	3	1	4	2
Oog1	0	0	0	0	0	0
Oog2	1	0	0	2	0	1
Oog3	0	0	0	0	0	0
Oog4	2	0	1	2	1	0
Oosp1	2	2	0	0	0	0
Opa1	913	1117	824	1188	1091	1008
Opa3	78	136	89	149	68	110
Opalin	242	434	216	254	220	179
Opcml	356	195	182	234	243	227
Ophn1	225	218	219	244	221	181
Oplah	160	147	169	320	197	202
Opn1mw	0	0	2	0	0	0
Opn1sw	4	1	7	9	6	0
Opn3	12	16	30	30	37	29
Opn4	6	11	3	13	9	10
Opn5	2	0	2	5	0	1
Oprd1	16	2	1	2	1	2
Oprk1	15	12	8	12	21	21
Oprl1	68	70	42	56	69	58
Oprm1	7	12	2	6	8	3
Optc	10	9	9	11	4	7
Optn	207	328	267	300	255	346
Orai1	35	50	51	66	60	41
Orai2	101	62	65	55	56	47
Orai3	89	109	117	110	100	94
Oraov1	88	93	58	97	70	72
Orc1	34	41	22	31	21	27
Orc2	177	213	168	232	183	163
Orc3	502	631	411	598	470	442
Orc4	330	422	327	431	377	365
Orc5	80	91	71	91	74	60
Orc6	49	61	46	43	47	49
Orm1	1	1	0	1	0	1
Orm2	1	3	2	2	4	0
Orm3	2	0	0	0	0	0
Ormdl1	70	94	58	98	84	55
Ormdl2	19	34	24	30	21	24
Ormdl3	138	174	160	200	173	170
Os9	1263	1673	1244	1590	1483	1496
Osbp	622	731	568	828	633	672
Osbp2	138	56	42	86	54	61
Osbpl10	54	36	27	28	33	25
Osbpl11	151	223	186	251	226	189
Osbpl1a	1361	1145	784	1468	1000	1164
Osbpl2	213	343	226	310	260	286
Osbpl3	135	79	68	80	57	62
Osbpl5	167	234	199	187	166	159
Osbpl6	235	206	123	174	207	148
Osbpl7	153	188	124	249	163	196
Osbpl8	607	776	558	725	717	678
Osbpl9	539	853	749	932	716	722
Oscar	0	2	1	3	2	3
Oscp1	133	161	92	161	136	171
Osgep	193	231	173	207	183	237
Osgepl1	68	82	64	88	67	81
Osgin1	13	37	38	22	28	29
Osgin2	140	216	152	230	188	143
Osm	2	2	0	4	0	2
Osmr	100	128	136	175	120	101
Osr1	354	907	877	789	724	578
Osr2	4	5	1	1	1	2
Ost4	112	135	139	137	114	112
Ostc	177	286	255	296	269	211
Ostf1	228	331	330	337	260	220
Ostm1	241	320	283	383	326	312
Ostn	1	2	0	1	1	1
Otc	0	0	1	0	0	3
Otoa	8	4	3	6	4	6
Otof	64	21	15	21	19	17
Otog	4	5	5	5	2	4
Otogl	9	14	8	10	16	12
Otol1	0	0	2	1	0	1
Otop1	0	0	0	0	0	1
Otop2	2	0	0	1	3	1
Otop3	3	1	1	2	2	3
Otor	1	2	1	1	0	1
Otos	5	2	0	0	1	3
Otp	22	53	13	18	52	26
Ott	0	0	0	0	0	0
Otub1	367	401	337	411	336	337
Otub2	55	53	35	46	39	46
Otud1	137	185	201	129	149	166
Otud3	49	57	33	48	48	35
Otud4	414	485	352	461	370	366
Otud5	285	298	248	296	267	271
Otud6a	3	0	0	2	0	0
Otud6b	393	507	347	535	455	482
Otud7a	149	90	103	216	94	135
Otud7b	1427	1426	1111	2090	1138	1417
Otx1	13	6	3	4	0	3
Otx2	2	4	1	3	2	6
Otx2os1	0	0	1	2	0	0
Ovca2	93	106	63	87	56	68
Ovch2	3	1	1	0	1	0
Ovgp1	22	20	11	26	19	16
Ovol1	13	9	15	13	7	5
Ovol2	12	0	0	0	0	1
Oxa1l	167	226	128	255	162	172
Oxct1	2088	3232	2345	3607	2805	2845
Oxct2a	3	1	3	0	0	0
Oxct2b	1	1	0	0	2	3
Oxgr1	1	2	2	0	3	0
Oxld1	10	24	19	22	20	28
Oxnad1	94	98	93	160	117	122
Oxr1	1031	721	656	886	856	869
Oxsm	44	63	43	49	51	48
Oxsr1	940	1056	798	1018	649	805
Oxt	62	152	57	56	136	81
Oxtr	10	6	4	9	5	5
P2rx1	2	5	2	1	1	3
P2rx2	0	2	2	1	6	0
P2rx3	2	5	4	6	9	10
P2rx4	100	149	106	151	112	103
P2rx5	7	22	5	19	13	7
P2rx6	24	29	24	30	37	22
P2rx7	124	137	103	188	165	142
P2ry1	77	156	101	125	113	95
P2ry10	7	7	11	8	2	6
P2ry12	198	343	217	331	266	210
P2ry13	45	86	60	114	60	73
P2ry14	37	35	22	43	29	23
P2ry2	3	0	0	0	1	1
P2ry4	0	0	1	1	1	3
P2ry6	28	30	36	55	29	29
P4ha1	334	445	426	440	423	408
P4ha2	98	106	138	73	98	87
P4ha3	72	94	100	89	73	53
P4hb	1454	2238	1883	2051	1791	1890
P4htm	135	115	73	154	97	92
Pa2g4	485	663	543	687	578	653
Pabpc1	2087	2413	2262	2728	1980	1863
Pabpc1l	1	2	2	5	3	3
Pabpc2	3	0	0	0	2	0
Pabpc4	110	115	92	120	111	88
Pabpc4l	20	22	33	37	25	20
Pabpc5	23	13	17	20	19	15
Pabpc6	0	2	0	0	1	0
Pabpn1	593	730	508	707	601	595
Pabpn1l	1	0	0	0	0	0
Pacrg	47	34	36	40	46	44
Pacrgl	32	27	31	39	23	22
Pacs1	173	215	160	156	205	149
Pacs2	2032	2478	1609	3761	2055	2355
Pacsin1	658	288	217	240	229	247
Pacsin2	422	563	470	568	467	524
Pacsin3	265	381	333	531	385	497
Padi1	1	4	1	3	1	1
Padi2	794	1030	748	1252	900	1049
Padi3	1	5	0	3	1	4
Padi4	4	5	9	3	11	2
Padi6	0	0	0	3	0	3
Paf1	760	922	750	1003	787	912
Pafah1b1	1969	2068	1587	2176	1849	1898
Pafah1b2	958	1092	831	1182	1006	989
Pafah1b3	36	56	58	45	49	49
Pafah2	57	66	79	84	68	79
Pag1	215	209	183	506	350	394
Pagr1a	142	184	117	153	159	148
Pah	0	0	0	1	0	3
Paics	505	791	608	811	612	721
Paip1	270	293	294	351	329	346
Paip2	815	1209	990	1209	1025	1078
Paip2b	275	299	266	336	267	292
Pak1	863	641	486	673	602	547
Pak1ip1	175	189	164	218	165	174
Pak2	581	718	616	756	644	662
Pak3	523	532	356	338	572	367
Pak4	99	152	139	150	137	137
Pak6	162	43	23	37	51	41
Pak7	242	185	105	157	156	127
Palb2	11	14	13	19	18	16
Pald1	107	139	90	155	104	97
Palld	69	91	82	91	85	70
Palm	806	793	571	670	653	598
Palm2	401	203	146	207	179	200
Palm3	4	13	6	4	8	12
Palmd	159	227	214	158	171	178
Pam	1386	1924	1508	1558	1404	1489
Pam16	59	79	64	80	87	61
Pamr1	221	427	343	378	215	233
Pan2	198	193	141	184	162	142
Pan3	403	462	339	515	373	340
Pank1	89	116	100	157	125	92
Pank2	178	207	175	240	209	182
Pank3	556	697	523	681	640	652
Pank4	84	107	75	117	105	97
Panx1	45	45	27	21	31	26
Panx2	113	63	46	51	65	52
Panx3	1	2	0	2	0	0
Paox	23	53	42	61	34	43
Papd4	159	178	136	149	171	147
Papd5	299	330	207	367	285	265
Papd7	141	150	159	179	193	176
Papln	18	12	17	17	16	20
Papola	638	796	641	794	679	697
Papolb	4	0	2	9	4	2
Papolg	126	165	133	172	130	146
Pappa	51	54	51	53	35	33
Pappa2	16	5	11	19	17	17
Papss1	424	605	401	671	531	582
Papss2	161	219	184	232	203	217
Paqr3	21	32	16	43	25	28
Paqr4	171	262	165	336	261	222
Paqr5	25	45	26	40	59	42
Paqr6	61	103	67	82	57	99
Paqr7	178	201	226	305	259	252
Paqr8	1051	1022	695	2721	1505	1984
Paqr9	27	22	12	8	22	13
Pard3	462	515	398	580	458	450
Pard3b	139	204	139	255	206	162
Pard6a	32	18	31	19	21	13
Pard6b	11	12	13	14	16	11
Pard6g	89	261	195	162	153	127
Parg	338	365	310	413	304	340
Park2	53	47	28	53	56	43
Park7	322	488	391	538	399	440
Parl	99	131	101	117	116	122
Parm1	276	374	144	303	293	288
Parn	267	380	294	404	336	394
Parp1	398	463	346	478	396	367
Parp10	29	71	46	85	74	63
Parp11	120	128	126	195	149	128
Parp12	168	200	164	339	274	222
Parp14	228	257	243	606	418	389
Parp16	24	21	17	35	18	13
Parp2	115	137	99	141	135	125
Parp3	137	183	191	263	216	182
Parp4	288	417	303	412	358	308
Parp6	278	181	148	136	166	135
Parp8	202	233	181	298	232	299
Parp9	97	141	146	243	199	196
Parpbp	9	18	12	14	14	2
Pars2	13	27	23	35	30	20
Parva	538	1003	822	867	742	796
Parvb	115	106	103	132	136	96
Parvg	42	36	34	54	38	36
Pask	16	27	29	28	25	17
Pate2	9	1	2	7	2	7
Pate4	0	0	1	0	0	2
Patl1	190	199	150	237	213	195
Patl2	1	0	0	1	2	0
Patz1	133	165	154	216	182	125
Pawr	184	319	312	261	243	257
Pax1	0	3	0	1	1	3
Pax2	7	16	6	15	11	13
Pax3	3	0	1	1	0	0
Pax4	2	1	0	0	0	0
Pax5	3	0	1	12	1	3
Pax6	86	65	40	140	108	132
Pax6os1	1	2	2	1	1	0
Pax7	0	2	0	3	0	2
Pax8	14	24	10	65	32	52
Pax9	4	4	1	4	5	1
Paxbp1	427	412	334	475	407	363
Paxip1	381	320	247	335	251	222
Pbdc1	117	194	126	119	125	105
Pbk	14	12	19	22	13	4
Pbld1	14	17	10	17	8	20
Pbld2	7	3	2	5	4	6
Pbp2	0	1	0	0	0	0
Pbrm1	1034	1248	1007	1201	1073	945
Pbsn	0	0	0	0	0	0
Pbx1	1037	1218	915	1153	1157	1077
Pbx2	122	159	115	150	108	113
Pbx3	155	170	195	210	188	179
Pbx4	24	21	22	23	21	21
Pbxip1	623	865	624	1223	961	981
Pcbd1	16	16	16	19	18	15
Pcbd2	27	31	14	27	29	28
Pcbp1	553	793	657	792	643	736
Pcbp2	1462	1888	1697	1796	1508	1660
Pcbp3	103	121	70	73	78	88
Pcbp4	345	410	329	444	390	342
Pcca	273	490	352	380	385	357
Pccb	298	477	323	521	432	515
Pcdh1	195	129	68	135	123	121
Pcdh10	789	618	325	728	671	705
Pcdh11x	164	145	141	197	211	182
Pcdh12	3	1	4	10	6	1
Pcdh15	228	247	143	424	270	302
Pcdh17	413	592	357	544	712	474
Pcdh18	32	46	28	47	51	40
Pcdh19	149	157	104	115	193	128
Pcdh20	55	38	42	58	84	60
Pcdh7	879	769	674	1051	887	712
Pcdh8	36	26	30	14	18	12
Pcdh9	1695	1575	1180	2285	1511	1600
Pcdha1	0	2	1	1	1	2
Pcdha10	14	8	9	7	8	3
Pcdha11	14	14	5	4	11	12
Pcdha12	26	9	1	9	12	3
Pcdha2	10	4	5	3	6	3
Pcdha3	5	3	3	5	4	6
Pcdha4	1	1	0	0	1	0
Pcdha4-g	0	0	0	0	0	0
Pcdha5	19	5	5	6	7	5
Pcdha6	15	6	8	3	8	6
Pcdha7	17	5	10	12	5	7
Pcdha8	6	9	3	0	4	3
Pcdha9	19	9	11	11	19	12
Pcdhac1	7	1	2	1	1	3
Pcdhac2	54	38	24	22	34	31
Pcdhb1	2	6	4	0	1	4
Pcdhb10	39	27	24	31	21	28
Pcdhb11	54	27	18	22	25	27
Pcdhb12	52	24	27	31	32	16
Pcdhb13	26	22	20	21	11	11
Pcdhb14	65	67	63	84	48	38
Pcdhb15	36	30	28	33	33	27
Pcdhb16	80	42	66	90	73	40
Pcdhb17	76	70	86	78	66	42
Pcdhb18	77	81	61	79	83	54
Pcdhb19	77	79	70	62	90	42
Pcdhb2	27	10	16	20	17	17
Pcdhb20	80	70	82	106	72	63
Pcdhb21	41	17	31	34	16	25
Pcdhb22	32	36	42	57	39	32
Pcdhb3	22	24	25	32	25	21
Pcdhb4	26	9	8	15	12	19
Pcdhb5	25	18	18	28	22	20
Pcdhb6	20	16	8	28	8	9
Pcdhb7	22	34	10	27	31	18
Pcdhb8	15	6	13	21	15	4
Pcdhb9	46	39	37	54	31	27
Pcdhga1	33	41	31	64	38	24
Pcdhga10	86	105	67	96	86	70
Pcdhga11	119	130	88	208	106	112
Pcdhga12	83	84	38	108	83	50
Pcdhga2	40	31	30	33	41	29
Pcdhga3	79	83	59	87	103	76
Pcdhga4	68	75	48	63	58	44
Pcdhga5	107	69	63	121	52	59
Pcdhga6	83	49	70	102	67	64
Pcdhga7	88	97	69	102	79	78
Pcdhga8	64	82	54	88	65	86
Pcdhga9	76	85	41	100	88	93
